uid,Должность,Балл,Месяц
u683,Продавец-кассир,0,май.13
u683,Продавец-кассир,0,июн.13
u683,Продавец-кассир,0,июл.13
u683,Продавец-кассир,0,авг.13
u683,Продавец-кассир,0,сен.13
u683,Продавец-кассир,"83,82",окт.13
u683,Продавец-кассир,"91,67",ноя.13
u683,Продавец-кассир,0,дек.13
u683,Продавец-кассир,0,янв.14
u683,Продавец-кассир,0,фев.14
u683,Продавец-кассир,0,мар.14
u683,Продавец-кассир,0,апр.14
u681,Продавец-кассир,"80,53",май.13
u681,Продавец-кассир,"93,65",июн.13
u681,Продавец-кассир,"85,71",июл.13
u681,Продавец-кассир,"96,49",авг.13
u681,Продавец-кассир,"92,59",сен.13
u681,Продавец-кассир,0,окт.13
u681,Продавец-кассир,0,ноя.13
u681,Продавец-кассир,"98,33",дек.13
u681,Продавец-кассир,0,янв.14
u681,Продавец-кассир,"96,61",фев.14
u681,Продавец-кассир,"94,92",мар.14
u681,Продавец-кассир,"98,31",апр.14
u68,Старший продавец-кассир,0,май.13
u68,Старший продавец-кассир,0,июн.13
u68,Старший продавец-кассир,0,июл.13
u68,Старший продавец-кассир,"96,55",авг.13
u68,Старший продавец-кассир,0,сен.13
u68,Старший продавец-кассир,96325,окт.13
u68,Старший продавец-кассир,0,ноя.13
u68,Старший продавец-кассир,0,дек.13
u68,Старший продавец-кассир,0,янв.14
u68,Старший продавец-кассир,0,фев.14
u68,Старший продавец-кассир,0,мар.14
u68,Старший продавец-кассир,0,апр.14
u678,Продавец,0,май.13
u678,Продавец,92715,июн.13
u678,Продавец,0,июл.13
u678,Продавец,0,авг.13
u678,Продавец,0,сен.13
u678,Продавец,0,окт.13
u678,Продавец,0,ноя.13
u678,Продавец,0,дек.13
u678,Продавец,0,янв.14
u678,Продавец,0,фев.14
u678,Продавец,0,мар.14
u678,Продавец,0,апр.14
u677,Старший продавец-кассир,0,май.13
u677,Старший продавец-кассир,0,июн.13
u677,Старший продавец-кассир,"90,91",июл.13
u677,Старший продавец-кассир,0,авг.13
u677,Старший продавец-кассир,0,сен.13
u677,Старший продавец-кассир,0,окт.13
u677,Старший продавец-кассир,0,ноя.13
u677,Старший продавец-кассир,90,дек.13
u677,Старший продавец-кассир,0,янв.14
u677,Старший продавец-кассир,0,фев.14
u677,Старший продавец-кассир,0,мар.14
u677,Старший продавец-кассир,0,апр.14
u676,Продавец,0,дек.13
u676,Продавец,0,янв.14
u676,Продавец,0,фев.14
u676,Продавец-кассир,0,мар.14
u676,Продавец-кассир,0,апр.14
u675,Продавец,0,окт.13
u675,Продавец-кассир,0,ноя.13
u675,Продавец-кассир,0,дек.13
u675,Продавец-кассир,"79,17",янв.14
u675,Продавец-кассир,"96,62",фев.14
u675,Продавец-кассир,"91,53",мар.14
u675,Продавец-кассир,0,апр.14
u673,Продавец,0,мар.14
u673,Продавец-консультант,0,апр.14
u671,Продавец-кассир,"94,2",май.13
u671,Продавец-кассир,"94,51",июн.13
u671,Продавец-кассир,0,июл.13
u671,Продавец-кассир,0,авг.13
u671,Продавец-кассир,0,сен.13
u671,Продавец-кассир,0,окт.13
u671,Продавец-кассир,0,ноя.13
u671,Продавец-кассир,0,дек.13
u671,Продавец-кассир,0,янв.14
u671,Продавец-кассир,0,фев.14
u671,Продавец-кассир,0,мар.14
u671,Продавец-кассир,0,апр.14
u668,Продавец-кассир,0,май.13
u668,Продавец-кассир,0,июн.13
u668,Продавец-кассир,"93,62",июл.13
u668,Продавец-кассир,0,авг.13
u668,Продавец-кассир,0,сен.13
u668,Продавец-кассир,0,окт.13
u668,Продавец-кассир,0,ноя.13
u668,Продавец-кассир,95835,дек.13
u668,Продавец-кассир,0,янв.14
u668,Продавец-кассир,0,фев.14
u668,Продавец-кассир,0,мар.14
u668,Продавец-кассир,"86,44",апр.14
u664,Продавец-кассир,"85,68",май.13
u664,Продавец-кассир,"85,94",июн.13
u664,Продавец-кассир,"97,59",июл.13
u664,Продавец-кассир,0,авг.13
u664,Продавец-кассир,0,сен.13
u664,Продавец-кассир,"92,59",окт.13
u664,Продавец-кассир,0,ноя.13
u664,Продавец-кассир,100,дек.13
u664,Продавец-кассир,98,янв.14
u664,Продавец-кассир,0,фев.14
u664,Продавец-кассир,"96,61",мар.14
u664,Продавец-кассир,"98,3",апр.14
u663,Продавец,0,мар.14
u663,Продавец-консультант,0,апр.14
u662,Продавец-кассир,0,май.13
u662,Продавец-кассир,"98,41",июн.13
u662,Продавец-кассир,"94,29",июл.13
u662,Продавец-кассир,0,авг.13
u662,Продавец-кассир,"100,00",сен.13
u662,Продавец-кассир,100,окт.13
u662,Продавец-кассир,0,ноя.13
u662,Старший продавец-кассир,0,дек.13
u662,Старший продавец-кассир,0,янв.14
u662,Старший продавец-кассир,0,фев.14
u662,Старший продавец-кассир,0,мар.14
u662,Старший продавец-кассир,0,апр.14
u661,Продавец-кассир,0,май.13
u661,Продавец-кассир,0,июн.13
u661,Продавец-кассир,0,июл.13
u661,Продавец-кассир,0,авг.13
u661,Продавец-кассир,0,сен.13
u661,Продавец-кассир,0,окт.13
u661,Продавец-кассир,0,ноя.13
u661,Продавец-кассир,0,дек.13
u661,Продавец-кассир,0,янв.14
u661,Продавец-кассир,0,фев.14
u661,Продавец-кассир,"89,83",мар.14
u661,Продавец-кассир,0,апр.14
u660,Старший продавец-кассир,"98,31",май.13
u660,Старший продавец-кассир,0,июн.13
u660,Старший продавец-кассир,0,июл.13
u660,Старший продавец-кассир,0,авг.13
u660,Старший продавец-кассир,"97,62",сен.13
u660,Старший продавец-кассир,0,окт.13
u660,Старший продавец-кассир,0,ноя.13
u660,Старший продавец-кассир,0,дек.13
u660,Старший продавец-кассир,65,янв.14
u660,Старший продавец-кассир,0,фев.14
u660,Старший продавец-кассир,0,мар.14
u660,Старший продавец-кассир,0,апр.14
u66,Продавец-кассир,"93,22",май.13
u66,Продавец-кассир,93325,июн.13
u66,Продавец-кассир,0,июл.13
u66,Продавец-кассир,0,авг.13
u66,Продавец-кассир,"90,91",сен.13
u66,Продавец-кассир,0,окт.13
u66,Продавец-кассир,0,ноя.13
u66,Продавец-кассир,0,дек.13
u66,Продавец-кассир,0,янв.14
u66,Продавец-кассир,"98,31",фев.14
u66,Продавец-кассир,0,мар.14
u66,Продавец-кассир,"96,61",апр.14
u658,Продавец-кассир 1 категории,0,июн.13
u658,Продавец-кассир 1 категории,0,авг.13
u658,Продавец-кассир 1 категории,0,дек.13
u658,Продавец-кассир 1 категории,0,янв.14
u658,Продавец-кассир 1 категории,0,фев.14
u658,Продавец-кассир 1 категории,0,мар.14
u658,Продавец-кассир 1 категории,0,апр.14
u657,Продавец-кассир,0,май.13
u657,Продавец-кассир,0,июн.13
u657,Продавец-кассир,0,июл.13
u657,Продавец-кассир,0,авг.13
u657,Продавец-кассир,0,сен.13
u657,Продавец-кассир,0,окт.13
u657,Продавец-кассир,0,ноя.13
u657,Продавец-кассир,0,дек.13
u657,Продавец-кассир,0,янв.14
u657,Продавец-кассир,0,фев.14
u657,Продавец-кассир,0,мар.14
u657,Продавец-кассир,0,апр.14
u656,Продавец-кассир,0,май.13
u656,Продавец-кассир,0,июн.13
u656,Продавец-кассир,0,июл.13
u656,Продавец-кассир,0,авг.13
u656,Продавец-кассир,0,сен.13
u656,Продавец-кассир,0,окт.13
u656,Продавец-кассир,0,ноя.13
u656,Продавец-кассир,0,дек.13
u656,Продавец-кассир,0,янв.14
u656,Продавец-кассир,0,фев.14
u656,Продавец-кассир,0,мар.14
u656,Продавец-кассир,0,апр.14
u655,Продавец-кассир,0,май.13
u655,Продавец-кассир,"96,77",июн.13
u655,Продавец-кассир,0,июл.13
u655,Продавец-кассир,"96,72",авг.13
u655,Продавец-кассир,0,сен.13
u655,Продавец-кассир,"97,59",окт.13
u655,Продавец-кассир,0,ноя.13
u655,Продавец-кассир,0,дек.13
u655,Продавец-кассир,0,янв.14
u655,Продавец-кассир,100,фев.14
u655,Продавец-кассир,0,мар.14
u655,Продавец-кассир,0,апр.14
u654,Старший продавец-кассир,0,май.13
u654,Старший продавец-кассир,"84,48",июн.13
u654,Старший продавец-кассир,"92,69",июл.13
u654,Старший продавец-кассир,"88,42",авг.13
u654,Старший продавец-кассир,0,сен.13
u654,Старший продавец-кассир,0,окт.13
u654,Старший продавец-кассир,"98,33",ноя.13
u654,Старший продавец-кассир,0,дек.13
u654,Старший продавец-кассир,"97,78",янв.14
u654,Старший продавец-кассир,"98,31",фев.14
u654,Старший продавец-кассир,0,мар.14
u654,Старший продавец-кассир,"96,61",апр.14
u652,Продавец,0,июл.13
u652,Продавец,0,авг.13
u652,Продавец-кассир,"89,47",сен.13
u652,Продавец-кассир,"91,25",окт.13
u652,Продавец-кассир,95,ноя.13
u652,Продавец-кассир,80,дек.13
u652,Продавец-кассир,"93,33",янв.14
u65,Старший продавец-кассир,0,май.13
u65,Старший продавец-кассир,0,июн.13
u65,Старший продавец-кассир,0,июл.13
u65,Старший продавец-кассир,0,авг.13
u65,Старший продавец-кассир,0,сен.13
u65,Старший продавец-кассир,0,окт.13
u65,Старший продавец-кассир,70,ноя.13
u65,Старший продавец-кассир,"88,33",дек.13
u65,Старший продавец-кассир,95,янв.14
u65,Старший продавец-кассир,100,фев.14
u65,Старший продавец-кассир,"98,31",мар.14
u65,Старший продавец-кассир,"52,54",апр.14
u643,Продавец,0,апр.14
u641,Продавец-кассир,0,май.13
u641,Старший продавец-кассир,0,июн.13
u641,Старший продавец-кассир,0,июл.13
u641,Старший продавец-кассир,100,авг.13
u641,Старший продавец-кассир,0,сен.13
u641,Старший продавец-кассир,0,окт.13
u641,Старший продавец-кассир,0,ноя.13
u641,Старший продавец-кассир,0,дек.13
u641,Старший продавец-кассир,0,янв.14
u641,Старший продавец-кассир,"96,61",фев.14
u641,Старший продавец-кассир,"86,44",мар.14
u641,Старший продавец-кассир,"89,83",апр.14
u639,Старший продавец-кассир,0,май.13
u639,Старший продавец-кассир,"96,72",июн.13
u639,Старший продавец-кассир,0,июл.13
u639,Старший продавец-кассир,0,авг.13
u639,Старший продавец-кассир,0,сен.13
u639,Старший продавец-кассир,"91,86",окт.13
u639,Старший продавец-кассир,"96,67",ноя.13
u639,Старший продавец-кассир,0,дек.13
u639,Старший продавец-кассир,0,янв.14
u639,Старший продавец-кассир,0,фев.14
u639,Старший продавец-кассир,"98,31",мар.14
u639,Старший продавец-кассир,"96,61",апр.14
u637,Продавец,"80,36",май.13
u637,Продавец,0,июн.13
u637,Продавец,0,июл.13
u637,Продавец,0,авг.13
u637,Продавец-кассир,"76,53",сен.13
u637,Продавец-кассир,0,окт.13
u637,Продавец-кассир,0,ноя.13
u637,Продавец-кассир,"93,33",дек.13
u637,Продавец-кассир,"98,33",янв.14
u637,Продавец-кассир,"98,31",фев.14
u637,Продавец-кассир,0,мар.14
u637,Продавец-кассир,"81,36",апр.14
u636,Продавец-кассир,"94,83",май.13
u636,Продавец-кассир,"92,06",июн.13
u636,Продавец-кассир,0,июл.13
u636,Продавец-кассир,"95,24",авг.13
u636,Продавец-кассир,"93,18",сен.13
u636,Продавец-кассир,0,окт.13
u636,Продавец-кассир,0,ноя.13
u636,Продавец-кассир,0,дек.13
u636,Продавец-кассир,0,янв.14
u636,Продавец-кассир,"90,68",фев.14
u636,Продавец-кассир,0,мар.14
u636,Продавец-кассир,0,апр.14
u632,Продавец-кассир,0,май.13
u632,Продавец-кассир,"86,44",июн.13
u632,Продавец-кассир,100,июл.13
u632,Продавец-кассир,"98,44",авг.13
u632,Продавец-кассир,"76,74",сен.13
u632,Продавец-кассир,"75,9",окт.13
u632,Продавец-кассир,0,ноя.13
u632,Продавец-кассир,95,дек.13
u632,Продавец-кассир,"96,67",янв.14
u632,Продавец-кассир,0,фев.14
u632,Продавец-кассир,0,мар.14
u632,Продавец-кассир,0,апр.14
u631,Старший продавец-кассир,"92,98",май.13
u631,Старший продавец-кассир,0,июн.13
u631,Старший продавец-кассир,"87,61",июл.13
u631,Старший продавец-кассир,"86,07",авг.13
u631,Старший продавец-кассир,0,сен.13
u631,Старший продавец-кассир,"83,61",окт.13
u631,Старший продавец-кассир,0,ноя.13
u631,Старший продавец-кассир,0,дек.13
u631,Старший продавец-кассир,"78,89",янв.14
u631,Старший продавец-кассир,0,фев.14
u631,Старший продавец-кассир,"98,31",мар.14
u631,Старший продавец-кассир,0,апр.14
u63,Продавец,0,май.13
u63,Продавец,0,июн.13
u63,Продавец-кассир,"77,27",июл.13
u63,Продавец-кассир,0,авг.13
u63,Продавец-кассир,0,сен.13
u63,Продавец-кассир,"98,77",окт.13
u63,Продавец-кассир,85,ноя.13
u63,Продавец-кассир,0,дек.13
u63,Продавец-кассир,100,янв.14
u63,Продавец-кассир,0,фев.14
u63,Продавец-кассир,0,мар.14
u63,Продавец-кассир,"94,92",апр.14
u624,Продавец-кассир,"86,38",май.13
u624,Продавец-кассир,"73,21",июн.13
u624,Продавец-кассир,"92,02",июл.13
u624,Продавец-кассир,"86,67",авг.13
u624,Продавец-кассир,0,сен.13
u624,Продавец-кассир,"94,87",окт.13
u624,Продавец-кассир,0,ноя.13
u624,Продавец-кассир,"46,67",дек.13
u624,Продавец-кассир,0,янв.14
u624,Продавец-кассир,0,фев.14
u624,Продавец-кассир,0,мар.14
u624,Продавец-кассир,"84,74",апр.14
u623,Продавец-кассир,"96,61",май.13
u623,Продавец-кассир,"90,48",июн.13
u623,Продавец-кассир,"94,44",июл.13
u623,Продавец-кассир,"97,69",авг.13
u623,Продавец-кассир,0,сен.13
u623,Продавец-кассир,0,окт.13
u623,Продавец-кассир,"96,67",ноя.13
u623,Продавец-кассир,"63,33",дек.13
u623,Продавец-кассир,100,янв.14
u623,Продавец-кассир,"96,61",фев.14
u623,Продавец-кассир,"97,46",мар.14
u623,Продавец-кассир,"72,88",апр.14
u622,Продавец-кассир,"93,45",май.13
u622,Продавец-кассир,100,июн.13
u622,Продавец-кассир,100,июл.13
u622,Продавец-кассир,"92,19",авг.13
u622,Продавец-кассир,0,сен.13
u622,Продавец-кассир,0,окт.13
u622,Продавец-кассир,0,ноя.13
u622,Продавец-кассир,0,дек.13
u622,Продавец-кассир,0,янв.14
u622,Продавец-кассир,0,фев.14
u622,Продавец-кассир,100,мар.14
u622,Продавец-кассир,0,апр.14
u620,Продавец-кассир,0,май.13
u620,Продавец-кассир,0,июн.13
u620,Продавец-кассир,"86,96",июл.13
u620,Продавец-кассир,98306667,авг.13
u620,Продавец-кассир,"93,62",сен.13
u620,Продавец-кассир,0,окт.13
u620,Продавец-кассир,0,ноя.13
u620,Продавец-кассир,100,дек.13
u620,Продавец-кассир,0,янв.14
u620,Продавец-кассир,0,фев.14
u620,Продавец-кассир,0,мар.14
u620,Продавец-кассир,0,апр.14
u618,Продавец-кассир,100,май.13
u618,Продавец-кассир,0,июн.13
u618,Продавец-кассир,0,июл.13
u618,Старший продавец-кассир,0,авг.13
u618,Старший продавец-кассир,"79,76",сен.13
u618,Старший продавец-кассир,0,окт.13
u618,Старший продавец-кассир,80,ноя.13
u618,Старший продавец-кассир,0,дек.13
u618,Старший продавец-кассир,0,янв.14
u618,Старший продавец-кассир,0,фев.14
u618,Старший продавец-кассир,0,мар.14
u618,Старший продавец-кассир,100,апр.14
u617,Старший продавец-кассир,"94,44",май.13
u617,Старший продавец-кассир,"89,47",июн.13
u617,Старший продавец-кассир,"97,7",июл.13
u617,Старший продавец-кассир,100,авг.13
u617,Старший продавец-кассир,"100,00",сен.13
u617,Старший продавец-кассир,0,окт.13
u617,Старший продавец-кассир,100,ноя.13
u617,Старший продавец-кассир,0,дек.13
u617,Старший продавец-кассир,"96,67",янв.14
u617,Старший продавец-кассир,100,фев.14
u617,Старший продавец-кассир,"96,61",мар.14
u617,Старший продавец-кассир,0,апр.14
u613,Продавец,0,янв.14
u613,Продавец,0,фев.14
u613,Продавец,0,мар.14
u613,Продавец-кассир,0,апр.14
u611,Продавец-кассир,100,май.13
u611,Продавец-кассир,0,июн.13
u611,Продавец-кассир,"79,09",июл.13
u611,Продавец-кассир,"94,52",авг.13
u611,Продавец-кассир,0,сен.13
u611,Продавец-кассир,0,окт.13
u611,Продавец-кассир,90835,ноя.13
u611,Продавец-кассир,95,дек.13
u611,Продавец-кассир,0,янв.14
u611,Продавец-кассир,"83,9",фев.14
u611,Продавец-кассир,0,мар.14
u611,Продавец-кассир,0,апр.14
u605,Продавец,0,апр.14
u600,Старший продавец-кассир,0,дек.13
u600,Старший продавец-кассир,0,янв.14
u600,Старший продавец-кассир,0,фев.14
u600,Старший продавец-кассир,"98,31",мар.14
u600,Старший продавец-кассир,0,апр.14
u60,Старший продавец-кассир,0,янв.14
u60,Старший продавец-кассир,0,фев.14
u60,Старший продавец-кассир,0,мар.14
u60,Старший продавец-кассир,0,апр.14
u6,Старший продавец-кассир,100,ноя.13
u6,Старший продавец-кассир,95,дек.13
u6,Старший продавец-кассир,0,янв.14
u6,Старший продавец-кассир,"97,18",фев.14
u6,Старший продавец-кассир,"96,61",мар.14
u6,Старший продавец-кассир,0,апр.14
u598,Продавец,0,фев.14
u598,Продавец-кассир,0,мар.14
u598,Продавец-кассир,0,апр.14
u596,Продавец-кассир,0,май.13
u596,Продавец-кассир,"96,87",июн.13
u596,Старший продавец-кассир,0,июл.13
u596,Старший продавец-кассир,"95,37",авг.13
u596,Старший продавец-кассир,"97,73",сен.13
u596,Старший продавец-кассир,95295,окт.13
u596,Старший продавец-кассир,0,ноя.13
u596,Старший продавец-кассир,96665,дек.13
u596,Старший продавец-кассир,"96,67",янв.14
u596,Старший продавец-кассир,"93,79",фев.14
u596,Старший продавец-кассир,0,мар.14
u596,Старший продавец-кассир,0,апр.14
u595,Продавец-кассир,0,май.13
u595,Продавец-кассир,0,июн.13
u595,Продавец-кассир,0,июл.13
u595,Продавец-кассир,0,авг.13
u595,Продавец-кассир,0,сен.13
u595,Продавец-кассир,0,окт.13
u595,Продавец-кассир,0,ноя.13
u595,Продавец-кассир,0,дек.13
u595,Продавец-кассир,0,янв.14
u595,Продавец-кассир,0,фев.14
u595,Продавец-кассир,0,мар.14
u595,Продавец-кассир,0,апр.14
u591,Продавец-кассир,100,май.13
u591,Продавец-кассир,100,июн.13
u591,Продавец-кассир,0,июл.13
u591,Продавец-кассир,"93,44",авг.13
u591,Продавец-кассир,0,сен.13
u591,Продавец-кассир,0,окт.13
u591,Продавец-кассир,0,ноя.13
u591,Продавец-кассир,0,дек.13
u591,Продавец-кассир,100,янв.14
u591,Продавец-кассир,"98,31",фев.14
u591,Продавец-кассир,0,мар.14
u591,Продавец-кассир,100,апр.14
u59,Продавец-кассир,0,май.13
u59,Продавец-кассир,0,июн.13
u59,Продавец-кассир,0,июл.13
u59,Продавец-кассир,0,авг.13
u59,Продавец-кассир,0,сен.13
u59,Продавец-кассир,0,окт.13
u59,Продавец-кассир,0,ноя.13
u59,Продавец-кассир,0,дек.13
u59,Продавец-кассир,0,янв.14
u59,Продавец-кассир,0,фев.14
u59,Продавец-кассир,0,мар.14
u59,Продавец-кассир,0,апр.14
u587,Старший продавец-кассир,0,май.13
u587,Старший продавец-кассир,0,июн.13
u587,Старший продавец-кассир,0,июл.13
u587,Старший продавец-кассир,0,авг.13
u587,Старший продавец-кассир,0,сен.13
u587,Старший продавец-кассир,0,окт.13
u587,Старший продавец-кассир,0,ноя.13
u587,Старший продавец-кассир,0,дек.13
u587,Старший продавец-кассир,0,янв.14
u587,Старший продавец-кассир,0,фев.14
u587,Старший продавец-кассир,0,мар.14
u587,Старший продавец-кассир,0,апр.14
u586,Старший продавец-кассир,0,май.13
u586,Старший продавец-кассир,0,июн.13
u586,Старший продавец-кассир,100,июл.13
u586,Старший продавец-кассир,0,авг.13
u586,Старший продавец-кассир,0,сен.13
u586,Старший продавец-кассир,0,окт.13
u586,Старший продавец-кассир,95,ноя.13
u586,Старший продавец-кассир,0,дек.13
u586,Старший продавец-кассир,0,янв.14
u586,Старший продавец-кассир,0,фев.14
u586,Старший продавец-кассир,"93,22",мар.14
u586,Старший продавец-кассир,0,апр.14
u581,Продавец-кассир,0,май.13
u581,Продавец-кассир,0,июн.13
u581,Продавец-кассир,0,июл.13
u581,Продавец-кассир,0,авг.13
u581,Продавец-кассир,0,сен.13
u581,Продавец-кассир,0,окт.13
u581,Продавец-кассир,0,ноя.13
u581,Продавец-кассир,0,дек.13
u581,Продавец-кассир,0,янв.14
u581,Продавец-кассир,0,фев.14
u581,Продавец-кассир,0,мар.14
u581,Продавец-кассир,0,апр.14
u580,Продавец,0,мар.14
u580,Продавец-кассир,"93,22",апр.14
u578,Продавец-кассир,"95,26",май.13
u578,Продавец-кассир,"81,54",июн.13
u578,Продавец-кассир,"97,73",июл.13
u578,Продавец-кассир,"95,95",авг.13
u578,Продавец-кассир,"94,87",сен.13
u578,Продавец-кассир,"92,31",окт.13
u578,Старший продавец-кассир,"91,67",ноя.13
u578,Старший продавец-кассир,"91,67",дек.13
u578,Старший продавец-кассир,100,янв.14
u578,Старший продавец-кассир,100,фев.14
u578,Старший продавец-кассир,100,мар.14
u578,Старший продавец-кассир,0,апр.14
u576,Продавец-кассир,"94,55",май.13
u576,Продавец-кассир,"95,83",июн.13
u576,Продавец-кассир,0,июл.13
u576,Продавец-кассир,"48,28",авг.13
u576,Продавец-кассир,71595,сен.13
u576,Продавец-кассир,0,окт.13
u576,Продавец-кассир,"98,33",ноя.13
u576,Продавец-кассир,"98,33",дек.13
u576,Продавец-кассир,"87,78",янв.14
u576,Продавец-кассир,100,фев.14
u576,Продавец-кассир,"94,92",мар.14
u576,Продавец-кассир,0,апр.14
u57,Продавец-кассир,"98,25",май.13
u57,Продавец-кассир,955025,июн.13
u57,Продавец-кассир,100,июл.13
u57,Продавец-кассир,0,авг.13
u57,Продавец-кассир,"97,37",сен.13
u57,Продавец-кассир,0,окт.13
u57,Старший продавец-кассир,"96,67",ноя.13
u57,Старший продавец-кассир,0,дек.13
u57,Старший продавец-кассир,"96,67",янв.14
u57,Старший продавец-кассир,"91,53",фев.14
u57,Старший продавец-кассир,0,мар.14
u57,Старший продавец-кассир,0,апр.14
u569,Продавец,0,ноя.13
u569,Продавец,0,дек.13
u569,Продавец-кассир,0,янв.14
u569,Продавец-кассир,"91,53",фев.14
u569,Продавец-кассир,0,мар.14
u569,Продавец-кассир,0,апр.14
u567,Продавец-кассир,0,май.13
u567,Продавец-кассир,0,июн.13
u567,Продавец-кассир,100,июл.13
u567,Продавец-кассир,0,авг.13
u567,Продавец-кассир,0,сен.13
u567,Продавец-кассир,0,окт.13
u567,Продавец-кассир,0,ноя.13
u567,Продавец-кассир,0,дек.13
u567,Продавец-кассир,"98,33",янв.14
u567,Продавец-кассир,0,фев.14
u567,Продавец-кассир,100,мар.14
u567,Продавец-кассир,0,апр.14
u564,Продавец,0,окт.13
u564,Продавец,0,ноя.13
u564,Продавец,0,дек.13
u564,Продавец,0,янв.14
u564,Продавец-кассир,"74,58",фев.14
u564,Продавец-кассир,"94,92",мар.14
u564,Продавец-кассир,0,апр.14
u563,Продавец,"93,22",апр.14
u561,Продавец-кассир,"77,78",май.13
u561,Старший продавец-кассир,0,июн.13
u561,Старший продавец-кассир,100,июл.13
u561,Старший продавец-кассир,0,авг.13
u561,Старший продавец-кассир,0,сен.13
u561,Старший продавец-кассир,0,окт.13
u561,Старший продавец-кассир,0,ноя.13
u561,Старший продавец-кассир,100,дек.13
u561,Старший продавец-кассир,0,янв.14
u561,Старший продавец-кассир,"94,92",фев.14
u561,Старший продавец-кассир,0,мар.14
u561,Старший продавец-кассир,0,апр.14
u560,Продавец-кассир,"94,74",май.13
u560,Продавец-кассир,"89,83",июн.13
u560,Продавец-кассир,0,июл.13
u560,Продавец-кассир,"87,1",авг.13
u560,Продавец-кассир,"95,74",сен.13
u560,Продавец-кассир,"91,46",окт.13
u560,Продавец-кассир,100,ноя.13
u560,Продавец-кассир,"93,33",дек.13
u560,Продавец-кассир,0,янв.14
u560,Продавец-кассир,0,фев.14
u560,Продавец-кассир,"98,31",мар.14
u560,Продавец-кассир,0,апр.14
u559,Старший продавец-кассир,"85,19",май.13
u559,Старший продавец-кассир,98275,июн.13
u559,Старший продавец-кассир,0,июл.13
u559,Старший продавец-кассир,"97,86",авг.13
u559,Старший продавец-кассир,"93,24",сен.13
u559,Старший продавец-кассир,98865,окт.13
u558,Продавец,0,мар.14
u558,Продавец,0,апр.14
u553,Продавец-кассир,100,май.13
u553,Продавец-кассир,100,июн.13
u553,Продавец-кассир,0,июл.13
u553,Продавец-кассир,100,авг.13
u553,Продавец-кассир,0,сен.13
u553,Продавец-кассир,"98,75",окт.13
u553,Продавец-кассир,0,ноя.13
u553,Продавец-кассир,"96,61",дек.13
u553,Продавец-кассир,0,янв.14
u553,Продавец-кассир,"96,61",фев.14
u553,Продавец-кассир,0,мар.14
u553,Продавец-кассир,0,апр.14
u552,Продавец,0,июл.13
u552,Продавец-кассир,"98,46",авг.13
u552,Продавец-кассир,0,сен.13
u552,Продавец-кассир,0,окт.13
u552,Продавец-кассир,0,ноя.13
u552,Продавец-кассир,0,дек.13
u552,Продавец-кассир,0,янв.14
u552,Продавец-кассир,100,фев.14
u552,Продавец-кассир,0,мар.14
u552,Продавец-кассир,0,апр.14
u550,Продавец,0,окт.13
u550,Продавец,0,ноя.13
u550,Продавец-кассир,0,дек.13
u550,Продавец-кассир,0,янв.14
u550,Продавец-кассир,0,фев.14
u550,Продавец-кассир,0,мар.14
u550,Продавец-кассир,0,апр.14
u546,Старший продавец-кассир,"63,5",май.13
u546,Старший продавец-кассир,0,июн.13
u546,Старший продавец-кассир,"97,5",июл.13
u546,Старший продавец-кассир,96925,авг.13
u546,Старший продавец-кассир,0,сен.13
u546,Старший продавец-кассир,94655,окт.13
u546,Старший продавец-кассир,94165,ноя.13
u546,Старший продавец-кассир,"97,5",дек.13
u546,Старший продавец-кассир,"90,42",янв.14
u546,Старший продавец-кассир,0,фев.14
u546,Старший продавец-кассир,"83,05",мар.14
u546,Старший продавец-кассир,"98,31",апр.14
u541,Старший продавец-кассир,0,май.13
u541,Старший продавец-кассир,"84,75",июн.13
u541,Старший продавец-кассир,0,июл.13
u541,Старший продавец-кассир,0,авг.13
u541,Старший продавец-кассир,0,сен.13
u541,Старший продавец-кассир,"92,57",окт.13
u541,Старший продавец-кассир,0,ноя.13
u541,Старший продавец-кассир,100,дек.13
u541,Старший продавец-кассир,0,янв.14
u541,Старший продавец-кассир,0,фев.14
u541,Старший продавец-кассир,0,мар.14
u541,Старший продавец-кассир,"90,68",апр.14
u539,Продавец,0,мар.14
u539,Продавец,0,апр.14
u537,Продавец,0,фев.14
u537,Продавец-кассир,0,мар.14
u537,Продавец-кассир,0,апр.14
u535,Старший продавец-кассир,"87,1",май.13
u535,Старший продавец-кассир,"83,33",июн.13
u535,Старший продавец-кассир,0,июл.13
u535,Старший продавец-кассир,"94,2",авг.13
u535,Старший продавец-кассир,"89,77",сен.13
u535,Старший продавец-кассир,"90,14",окт.13
u535,Старший продавец-кассир,0,ноя.13
u535,Старший продавец-кассир,0,дек.13
u535,Старший продавец-кассир,"58,33",янв.14
u535,Старший продавец-кассир,0,фев.14
u535,Старший продавец-кассир,"77,97",мар.14
u535,Старший продавец-кассир,0,апр.14
u533,Старший продавец-кассир,0,янв.14
u533,Старший продавец-кассир,"96,61",фев.14
u533,Старший продавец-кассир,"88,14",мар.14
u533,Старший продавец-кассир,0,апр.14
u531,Продавец,0,фев.14
u531,Продавец,0,мар.14
u531,Продавец-кассир,0,апр.14
u53,Продавец,0,янв.14
u53,Продавец,0,фев.14
u53,Продавец-кассир,0,мар.14
u53,Продавец-кассир,0,апр.14
u528,Продавец,0,мар.14
u528,Продавец,0,апр.14
