uid,Пол,ДатаРождения,ДатаПриема,УИН Подразделения,ЭтоРуководитель,Место рождения,Должность
u1822,ж,01.01.1969,01.04.2011,9cbea41d-727a-11e0-a872-001b789beaf2,0,Степногорск,Старший продавец-кассир
u1826,ж,02.08.1977,01.04.2011,2872f0a0-722e-11e0-a872-001b789beaf2,1,Степной,Управляющий
u1827,ж,02.08.1977,01.04.2011,2872f0a0-722e-11e0-a872-001b789beaf2,1,Степной,Управляющий
u1838,ж,25.07.1977,01.04.2011,9cbea421-727a-11e0-a872-001b789beaf2,0,Сура,Старший продавец-кассир
u1854,ж,21.01.1984,01.04.2011,9cbea43c-727a-11e0-a872-001b789beaf2,0,Таганрог,Старший продавец-кассир
u1859,ж,01.01.1977,01.04.2011,2872f091-722e-11e0-a872-001b789beaf2,0,Тальменка,Территориальный менеджер
u1864,ж,26.06.1983,01.04.2011,2872f097-722e-11e0-a872-001b789beaf2,0,Волгоград,Старший продавец-кассир
u1873,ж,01.10.1985,01.04.2011,2872f0ab-722e-11e0-a872-001b789beaf2,0,Ташкент,Продавец-кассир
u1884,ж,04.06.1980,01.04.2011,9cbea413-727a-11e0-a872-001b789beaf2,0,Тейково,Продавец-кассир
u1893,ж,07.06.1972,01.04.2011,9cbea443-727a-11e0-a872-001b789beaf2,0,Тольятти,Продавец-кассир
u1895,ж,27.02.1966,01.04.2011,2872f097-722e-11e0-a872-001b789beaf2,0,Москва,Старший продавец-кассир
u1902,ж,30.01.1979,01.04.2011,18799aec-7286-11e0-a872-001b789beaf2,0,Торжок,Продавец-кассир
u1905,ж,15.11.1979,01.04.2011,9cbea440-727a-11e0-a872-001b789beaf2,1,Туапсе,Управляющий
u1912,ж,26.09.1988,01.04.2011,9cbea440-727a-11e0-a872-001b789beaf2,0,Туапсе,Продавец-кассир
u1914,ж,14.05.1971,01.04.2011,6623be4d-dc92-11e1-a52a-001b789beaf2,1,Туапсе,Управляющий
u1927,ж,30.10.1984,01.04.2011,2872f097-722e-11e0-a872-001b789beaf2,0,Ленинград,Старший продавец-консультант
u1930,ж,13.09.1978,01.04.2011,9cbea40c-727a-11e0-a872-001b789beaf2,1,Тюмень,Управляющий
u1939,ж,29.04.1990,01.04.2011,5a51116c-d4bf-11e2-8bd0-ac162d794eee,0,Улан-Батор,Продавец-кассир
u1940,ж,22.06.1977,01.04.2011,18799ae1-7286-11e0-a872-001b789beaf2,0,Улан-Удэ,Продавец
u1945,ж,30.07.1987,01.04.2011,18924499-6b9a-11e3-bfe0-ac162d794eee,1,Ульяновск,Управляющий
u1950,ж,05.01.1982,01.04.2011,2872f0a5-722e-11e0-a872-001b789beaf2,0,Унгены,Старший продавец-кассир
u1951,ж,17.05.1985,01.04.2011,2872f097-722e-11e0-a872-001b789beaf2,1,Волгоград,Управляющий
u1955,ж,19.02.1977,01.04.2011,9cbea438-727a-11e0-a872-001b789beaf2,1,Уральск,Управляющий
u1956,ж,26.09.1985,01.04.2011,9cbea413-727a-11e0-a872-001b789beaf2,1,Уральск,Управляющий
u1972,ж,22.04.1982,01.04.2011,4983a696-48da-11e2-b37d-001b789beaf2,1,Фрязино,Управляющий
u1974,ж,24.02.1973,01.04.2011,9cbea422-727a-11e0-a872-001b789beaf2,0,х Овсеенков,Продавец-кассир
u1977,ж,11.10.1962,01.04.2011,9cbea43f-727a-11e0-a872-001b789beaf2,0,Харцыз Сочи,Продавец-кассир
u1981,ж,21.02.1981,01.04.2011,2872f097-722e-11e0-a872-001b789beaf2,1,Иркутск,Управляющий
u1982,ж,22.07.1966,01.04.2011,a758165c-8aa7-11e0-bf4a-001b789beaf2,0,Химки,Кладовщик
u1983,ж,22.07.1966,01.04.2011,a758165c-8aa7-11e0-bf4a-001b789beaf2,0,Химки,Кладовщик
u1984,ж,22.07.1966,01.04.2011,a758165c-8aa7-11e0-bf4a-001b789beaf2,0,Химки,Кладовщик
u1992,ж,26.06.1991,01.04.2011,2872f0aa-722e-11e0-a872-001b789beaf2,0,Хотеичи,Старший продавец-кассир
u1993,ж,14.05.1981,01.04.2011,2872f097-722e-11e0-a872-001b789beaf2,1,Клабуки,Управляющий
u1997,ж,10.10.1983,01.04.2011,9cbea43f-727a-11e0-a872-001b789beaf2,1,Целиноград,Управляющий
u1998,ж,10.10.1983,01.04.2011,9cbea43f-727a-11e0-a872-001b789beaf2,1,Целиноград,Управляющий
u1999,ж,25.05.1985,01.04.2011,18799ae5-7286-11e0-a872-001b789beaf2,0,Цхинвали,Продавец-кассир
u2007,ж,16.10.1985,01.04.2011,2872f0b8-722e-11e0-a872-001b789beaf2,0,Чебоксары,Старший продавец-кассир
u2025,ж,23.06.1983,01.04.2011,2872f0bb-722e-11e0-a872-001b789beaf2,0,Черноголовка,Старший продавец-кассир
u2027,ж,05.03.1968,01.04.2011,9cbea43b-727a-11e0-a872-001b789beaf2,1,Черуновка,Управляющий
u2038,ж,17.11.1975,01.04.2011,9cbea429-727a-11e0-a872-001b789beaf2,1,Чита,Управляющий
u2045,ж,08.09.1974,01.04.2011,9cbea41b-727a-11e0-a872-001b789beaf2,1,Шауляй,Управляющий
u2048,ж,10.11.1987,01.04.2011,9cbea43b-727a-11e0-a872-001b789beaf2,0,Шахты,Старший продавец-кассир
u2051,ж,03.06.1980,01.04.2011,9cbea43b-727a-11e0-a872-001b789beaf2,0,Шахты,Старший продавец-кассир
u2053,ж,20.01.1968,01.04.2011,18799aed-7286-11e0-a872-001b789beaf2,0,Шебукино,Продавец-кассир
u2057,ж,09.02.1978,01.04.2011,18799adb-7286-11e0-a872-001b789beaf2,1,Шпаковское,Управляющий
u2059,ж,17.08.1976,01.04.2011,2872f0ab-722e-11e0-a872-001b789beaf2,0,Шумарово,Продавец-кассир
u2062,ж,04.12.1976,01.04.2011,2872f097-722e-11e0-a872-001b789beaf2,1,Низкусь,Управляющий
u2066,ж,07.06.1971,01.04.2011,2872f0b2-722e-11e0-a872-001b789beaf2,0,Электроугли,Старший продавец-кассир
u2067,ж,08.02.1979,01.04.2011,9cbea435-727a-11e0-a872-001b789beaf2,0,Элиста,Продавец-кассир
u2078,ж,13.03.1982,01.04.2011,9cbea41f-727a-11e0-a872-001b789beaf2,0,Юрино,Старший продавец-кассир
u2083,ж,29.07.1973,01.04.2011,9cbea420-727a-11e0-a872-001b789beaf2,0,Ярославль,Продавец-кассир
u2093,ж,22.03.1978,01.04.2011,3249caa0-fca4-11e1-be8a-001b789beaf2,1,Ярославль,Управляющий
u2096,ж,13.03.1981,01.04.2011,9cbea418-727a-11e0-a872-001b789beaf2,1,Ярцево,Управляющий
u2097,ж,06.03.1980,01.04.2011,18799aee-7286-11e0-a872-001b789beaf2,0,Ярцево,Продавец-кассир
u2112,ж,26.01.1973,01.04.2011,3249ca9d-fca4-11e1-be8a-001b789beaf2,0,Москва,Старший продавец-кассир
u1007,м,10.08.1967,01.04.2012,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u1008,м,10.08.1967,01.04.2012,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u1681,ж,30.06.1992,01.04.2012,4983a696-48da-11e2-b37d-001b789beaf2,0,Самарканд,Старший продавец-кассир
u1682,ж,30.06.1992,01.04.2012,4983a696-48da-11e2-b37d-001b789beaf2,0,Самарканд,Старший продавец-кассир
u1731,м,03.05.1988,01.04.2012,f4c44fa7-6f04-11e0-a872-001b789beaf2,0,Свердловск,Помощник менеджера
u7,ж,10.08.1980,01.04.2013,9cbea431-727a-11e0-a872-001b789beaf2,0,Абганерово,Продавец-кассир
u571,ж,21.12.1986,01.04.2013,18b99ef2-6f19-11e0-a872-001b789beaf2,0,Жирновск,Делопроизводитель
u1065,ж,19.01.1987,01.04.2013,b9d2f348-c753-11e2-abbd-ac162d794eee,0,Москва,Ведущий менеджер по оценке
u1747,ж,14.08.1969,01.04.2013,54b0d183-16ca-11e3-babe-ac162d794eee,0,Свердловск,Продавец-кассир
u421,ж,15.06.1978,01.04.2014,31df015e-6d01-11e0-a872-001b789beaf2,0,Самара,Региональный тренинг менеджер
u529,ж,14.09.1980,01.04.2014,3ef569f4-6e30-11e3-bfe0-ac162d794eee,1,Дрезна,Управляющий
u563,ж,15.01.1977,01.04.2014,b183c895-7c95-11e1-933a-001b789beaf2,0,Ессентуки,Продавец-кассир
u783,ж,14.10.1990,01.04.2014,ae1b8b07-6179-11e3-a917-ac162d794eee,0,Красная Поляна,Продавец-консультант
u902,ж,17.02.1979,01.04.2014,ffb797b7-139d-11e2-be8a-001b789beaf2,0,Лескен село,Продавец
u1229,м,18.04.1994,01.04.2014,0e75e9c6-241e-11e2-a848-001b789beaf2,0,Москва,Продавец-кассир
u1356,ж,22.08.1979,01.04.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Новомичуринск,Продавец-кассир
u1770,ж,20.08.1985,01.04.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Орехово-Зуево,Продавец-консультант
u1860,ж,08.05.1988,01.04.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Москва,Продавец-консультант
u68,ж,11.11.1987,01.05.2011,0b41653f-15b7-11e1-80c3-001b789beaf2,0,Астрахань,Старший продавец-кассир
u47,ж,09.05.1989,01.05.2013,5a51116b-d4bf-11e2-8bd0-ac162d794eee,0,Ангарск,Продавец-кассир
u1535,ж,21.07.1987,01.05.2013,5a51116b-d4bf-11e2-8bd0-ac162d794eee,0,Половинка,Старший продавец-кассир
u1752,ж,14.08.1990,01.05.2013,7148875a-e429-11e0-9c6e-001b789beaf2,0,Севастополь,Старший продавец-кассир
u1556,ж,20.06.1990,01.05.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Верх-Обский,Продавец-консультант
u180,м,03.06.1957,01.06.2000,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Винницкие хутора,Охранник
u181,м,03.06.1957,01.06.2000,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Винницкие хутора,Охранник
u141,ж,03.10.1949,01.06.2004,25f54019-8a87-11e0-bf4a-001b789beaf2,0,Боровково,Кладовщик
u536,ж,17.12.1954,01.06.2004,a758165c-8aa7-11e0-bf4a-001b789beaf2,0,Дубровичи,Кладовщик
u1232,ж,07.10.1958,01.06.2004,25f54019-8a87-11e0-bf4a-001b789beaf2,0,Москва,Кладовщик
u1320,ж,23.10.1961,01.06.2004,25f54019-8a87-11e0-bf4a-001b789beaf2,0,Небит-Даг,Кладовщик
u1321,ж,23.10.1961,01.06.2004,25f54019-8a87-11e0-bf4a-001b789beaf2,0,Небит-Даг,Кладовщик
u1322,ж,23.10.1961,01.06.2004,25f54019-8a87-11e0-bf4a-001b789beaf2,0,Небит-Даг,Кладовщик
u1186,ж,11.08.1978,01.06.2012,dd63a72b-6cfc-11e0-a872-001b789beaf2,0,Москва,Бухгалтер-кассир
u1937,ж,14.05.1990,01.06.2012,18799aed-7286-11e0-a872-001b789beaf2,0,Узуново,Продавец-кассир
u367,ж,14.04.1989,01.06.2013,57cd36c8-3abe-11e2-b37d-001b789beaf2,0,Свердловск,Продавец-кассир
u519,ж,23.05.1980,01.07.2008,dd63a72a-6cfc-11e0-a872-001b789beaf2,0,Долгопрудный,Бухгалтер
u1090,ж,16.02.1989,01.07.2009,18b99ef2-6f19-11e0-a872-001b789beaf2,0,Москва,Делопроизводитель
u1349,ж,12.02.1966,01.07.2011,9cbea426-727a-11e0-a872-001b789beaf2,0,Новинка,Продавец-кассир
u1718,ж,03.01.1974,01.07.2011,52e63bd0-c1c4-11e1-abb2-001b789beaf2,1,Саратов,Управляющий
u1241,м,28.08.1968,01.07.2012,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u1242,м,28.08.1968,01.07.2012,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u23,ж,12.05.1983,01.07.2013,9cbea438-727a-11e0-a872-001b789beaf2,0,Александровка,Продавец-кассир
u281,ж,20.12.1979,01.07.2013,18799af9-7286-11e0-a872-001b789beaf2,0,Бухара,Продавец-кассир
u382,ж,22.02.1988,01.07.2013,18799add-7286-11e0-a872-001b789beaf2,0,Иркутск,Продавец-кассир
u386,ж,20.11.1991,01.07.2013,18799afd-7286-11e0-a872-001b789beaf2,0,Коломна,Продавец-кассир
u689,ж,08.06.1977,01.07.2013,3249ca9d-fca4-11e1-be8a-001b789beaf2,0,Камень-на-Оби,Продавец-кассир
u1546,ж,31.01.1986,01.07.2013,18799aea-7286-11e0-a872-001b789beaf2,0,пос. Мишеронский,Продавец-кассир
u257,ж,30.03.1989,01.07.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Вереговой,Продавец
u289,ж,15.10.1993,01.07.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Волгоград,Продавец
u462,ж,05.02.1981,01.07.2014,5a51116e-d4bf-11e2-8bd0-ac162d794eee,0,Горячий ключ,Продавец
u755,ж,01.09.1985,01.07.2014,4f888644-5db4-11e3-a917-ac162d794eee,0,Козельск,Продавец
u809,ж,08.07.1994,01.07.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Сочи,Продавец
u1363,ж,05.05.1976,01.07.2014,da2bc443-2bff-11e3-a917-ac162d794eee,0,Новомосковск,Продавец
u1442,ж,20.12.1982,01.07.2014,b6d7dd63-616b-11e3-a917-ac162d794eee,0,Омск,Продавец
u1612,ж,29.04.1990,01.07.2014,69da17e7-8934-11e1-b1e2-001b789beaf2,0,Ростов-на-Дону,Продавец
u1245,м,26.12.1964,01.08.2008,a3437b2c-e6d1-11e1-a52a-001b789beaf2,0,Москва,Заместитель начальника отдела
u1246,м,26.12.1964,01.08.2008,a3437b2c-e6d1-11e1-a52a-001b789beaf2,0,Москва,Заместитель начальника отдела
u1247,м,26.12.1964,01.08.2008,a3437b2c-e6d1-11e1-a52a-001b789beaf2,0,Москва,Заместитель начальника отдела
u794,ж,23.02.1979,01.08.2011,5a51116e-d4bf-11e2-8bd0-ac162d794eee,0,Краснодар,Старший продавец-кассир
u1097,ж,07.01.1968,01.08.2011,dd63a730-6cfc-11e0-a872-001b789beaf2,0,Москва,_Ведущий бухгалтер (Москва)
u498,м,24.04.1983,01.08.2012,b31680ce-942e-11e1-b1e2-001b789beaf2,1,Дедовск,Руководитель сектора
u1910,ж,05.03.1978,01.08.2012,9cbea440-727a-11e0-a872-001b789beaf2,0,Туапсе,Старший продавец-кассир
u195,ж,06.01.1988,01.08.2013,9cbea41d-727a-11e0-a872-001b789beaf2,0,Владимир,Продавец-кассир
u465,ж,11.10.1992,01.08.2013,b183c895-7c95-11e1-933a-001b789beaf2,0,Греческое,Продавец-кассир
u522,м,27.01.1970,01.08.2013,a4e686d8-e3e4-11e2-8bd0-ac162d794eee,0,Донской,Ведущий специалист
u1995,ж,26.03.1985,01.08.2013,18799af6-7286-11e0-a872-001b789beaf2,0,хутор Курганный,Продавец-кассир
u472,ж,23.12.1979,01.08.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Кикино,Продавец
u485,ж,27.07.1981,01.08.2014,62e96d4a-0dfc-11e2-be8a-001b789beaf2,0,Д.Деменино,Менеджер по товарной логистике
u633,ж,09.02.1976,01.08.2014,18799adc-7286-11e0-a872-001b789beaf2,0,Иркутск,Продавец
u740,ж,11.11.1982,01.08.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Ровно,Продавец
u985,ж,23.07.1985,01.08.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Янгиюль,Продавец
u1574,ж,17.02.1990,01.08.2014,9cbea427-727a-11e0-a872-001b789beaf2,0,Псков,Продавец
u1750,ж,09.03.1984,01.08.2014,18799af8-7286-11e0-a872-001b789beaf2,0,Светлый,Продавец
u1948,ж,24.07.1974,01.08.2014,18924499-6b9a-11e3-bfe0-ac162d794eee,0,Ульяновск,Продавец
u2029,ж,07.11.1990,01.08.2014,9bcd3204-42df-11e3-a917-ac162d794eee,0,Чесночное,Продавец
u871,ж,20.12.1957,01.09.2004,25f54019-8a87-11e0-bf4a-001b789beaf2,1,Лакинск,Кладовщик
u155,ж,21.04.1951,01.09.2005,74086936-c76f-11e2-abbd-ac162d794eee,0,Быково,Менеджер по товарной логистике
u156,ж,21.04.1951,01.09.2005,74086936-c76f-11e2-abbd-ac162d794eee,0,Быково,Менеджер по товарной логистике
u157,ж,21.04.1951,01.09.2005,74086936-c76f-11e2-abbd-ac162d794eee,0,Быково,Менеджер по товарной логистике
u602,ж,20.04.1962,01.09.2009,62e96d4a-0dfc-11e2-be8a-001b789beaf2,0,Ивантеевка,Старший менеджер по товарной логистике
u603,ж,20.04.1962,01.09.2009,62e96d4a-0dfc-11e2-be8a-001b789beaf2,0,Ивантеевка,Старший менеджер по товарной логистике
u604,ж,20.04.1962,01.09.2009,62e96d4a-0dfc-11e2-be8a-001b789beaf2,0,Ивантеевка,Старший менеджер по товарной логистике
u843,ж,19.07.1980,01.09.2009,2872f090-722e-11e0-a872-001b789beaf2,0,Кулаги,Ассортиментный аналитик
u1110,ж,09.11.1983,01.09.2009,36a9cf7e-73e7-11e1-933a-001b789beaf2,0,Москва,Менеджер по мерчендайзингу
u1111,ж,09.11.1983,01.09.2009,36a9cf7e-73e7-11e1-933a-001b789beaf2,0,Москва,Менеджер по мерчендайзингу
u1115,ж,14.09.1975,01.09.2009,62e96d4a-0dfc-11e2-be8a-001b789beaf2,0,Москва,Менеджер по товарной логистике
u1116,ж,14.09.1975,01.09.2009,62e96d4a-0dfc-11e2-be8a-001b789beaf2,0,Москва,Менеджер по товарной логистике
u1174,ж,09.12.1982,01.09.2009,2872f090-722e-11e0-a872-001b789beaf2,0,Москва,Менеджер
u1187,ж,17.11.1971,01.09.2009,a758165f-8aa7-11e0-bf4a-001b789beaf2,0,Москва,Логист по распределению
u1188,ж,17.11.1971,01.09.2009,a758165f-8aa7-11e0-bf4a-001b789beaf2,0,Москва,Логист по распределению
u1202,ж,25.12.1980,01.09.2009,62e96d4a-0dfc-11e2-be8a-001b789beaf2,0,Москва,Менеджер по товарной логистике
u1203,ж,25.12.1980,01.09.2009,62e96d4a-0dfc-11e2-be8a-001b789beaf2,0,Москва,Менеджер по товарной логистике
u1302,ж,05.02.1963,01.09.2009,b7bb375e-b5f2-11e1-b1e2-001b789beaf2,0,Мытищи,Менеджер по товарной логистике
u1303,ж,05.02.1963,01.09.2009,b7bb375e-b5f2-11e1-b1e2-001b789beaf2,0,Мытищи,Менеджер по товарной логистике
u1304,ж,05.02.1963,01.09.2009,b7bb375e-b5f2-11e1-b1e2-001b789beaf2,0,Мытищи,Менеджер по товарной логистике
u119,м,02.11.1973,01.09.2010,3249ca87-fca4-11e1-be8a-001b789beaf2,0,Бендеры,Исполнительный директор
u160,ж,11.02.1970,01.09.2011,2872f0b2-722e-11e0-a872-001b789beaf2,0,Вахромеево,Старший продавец-кассир
u216,ж,19.12.1988,01.09.2011,9cbea42f-727a-11e0-a872-001b789beaf2,0,Волгоград,Продавец-кассир
u670,ж,09.03.1983,01.09.2011,fc8f3b8b-e535-11e1-a52a-001b789beaf2,1,Калининград,Руководитель сектора
u812,ж,17.08.1989,01.09.2011,9cbea430-727a-11e0-a872-001b789beaf2,0,Краснослободск,Продавец-кассир
u1213,ж,19.08.1978,01.09.2011,2872f091-722e-11e0-a872-001b789beaf2,0,Москва,Региональный менеджер
u2015,ж,08.10.1979,01.09.2011,7148875b-e429-11e0-9c6e-001b789beaf2,1,Челябинск,Управляющий
u477,м,29.03.1962,01.10.2001,57cd36d4-3abe-11e2-b37d-001b789beaf2,0,д. Веригино,Охранник
u478,м,29.03.1962,01.10.2001,57cd36d4-3abe-11e2-b37d-001b789beaf2,0,д. Веригино,Охранник
u479,м,29.03.1962,01.10.2001,57cd36d4-3abe-11e2-b37d-001b789beaf2,0,д. Веригино,Охранник
u294,м,17.02.1971,01.10.2007,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Ожерелье,Охранник
u295,м,17.02.1971,01.10.2007,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Ожерелье,Охранник
u296,м,17.02.1971,01.10.2007,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Ожерелье,Охранник
u170,м,11.08.1972,01.10.2008,57cd36cd-3abe-11e2-b37d-001b789beaf2,0,Верхний Тагил Кировоград,Заместитель директора по безопасности
u171,м,11.08.1972,01.10.2008,57cd36cd-3abe-11e2-b37d-001b789beaf2,0,Верхний Тагил Кировоград,Заместитель директора по безопасности
u172,м,11.08.1972,01.10.2008,57cd36cd-3abe-11e2-b37d-001b789beaf2,0,Верхний Тагил Кировоград,Заместитель директора по безопасности
u1109,ж,22.09.1964,01.10.2009,5d3a79ea-4c3b-11e3-a917-ac162d794eee,0,Москва,Руководитель отдела
u1101,м,12.10.1965,01.10.2010,2872f08f-722e-11e0-a872-001b789beaf2,1,Москва,Руководитель службы
u1919,м,07.11.1966,01.10.2011,c48b25f0-7fb8-11e1-933a-001b789beaf2,0,Тула,Менеджер проектов
u601,ж,25.06.1989,01.10.2012,31df015f-6d01-11e0-a872-001b789beaf2,0,Иваново,Менеджер по внутрикорпоративным коммуникациям и PR
u2091,ж,10.01.1982,01.10.2012,3249caa0-fca4-11e1-be8a-001b789beaf2,0,Ярославль,Старший продавец-кассир
u117,м,22.09.1983,01.10.2013,,0,Макаров,Маркетолог по разработке и сопровождению мероприятий локального продвижения
u245,ж,22.11.1974,01.10.2013,da2bc443-2bff-11e3-a917-ac162d794eee,1,Воронеж,Управляющий
u523,ж,18.08.1984,01.10.2013,da2bc443-2bff-11e3-a917-ac162d794eee,0,Донской,Продавец-кассир
u564,ж,31.08.1979,01.10.2013,da2bc443-2bff-11e3-a917-ac162d794eee,0,Ефремов,Старший продавец-кассир
u1251,ж,14.02.1973,01.10.2013,25f54019-8a87-11e0-bf4a-001b789beaf2,0,Москва,Кладовщик
u1361,ж,13.07.1969,01.10.2013,da2bc443-2bff-11e3-a917-ac162d794eee,0,Новомосковск,Старший продавец-кассир
u1362,ж,25.06.1979,01.10.2013,da2bc443-2bff-11e3-a917-ac162d794eee,0,Новомосковск,Продавец-кассир
u2100,ж,01.01.0001,01.10.2013,e31bfce3-6a69-11e0-a872-001b789beaf2,0,Москва,Секретарь
u833,ж,13.01.1964,01.11.2004,0b74fbd2-f9aa-11e2-8bd0-ac162d794eee,0,Куйбышев,Менеджер по рекламе
u999,ж,01.12.1957,01.11.2007,a758165c-8aa7-11e0-bf4a-001b789beaf2,0,Москва,Кладовщик
u1268,ж,06.07.1956,01.11.2010,dd63a718-6cfc-11e0-a872-001b789beaf2,1,Москва,Главный бухгалтер
u1269,ж,06.07.1956,01.11.2010,dd63a718-6cfc-11e0-a872-001b789beaf2,1,Москва,Главный бухгалтер
u1931,ж,06.10.1973,01.11.2010,dd63a708-6cfc-11e0-a872-001b789beaf2,1,Тюмень,Финансовый директор
u1932,ж,06.10.1973,01.11.2010,dd63a708-6cfc-11e0-a872-001b789beaf2,1,Тюмень,Финансовый директор
u1292,ж,28.12.1972,01.11.2011,0916f720-0132-11e1-80c2-001b789beaf2,1,Мурманск,Управляющий
u1296,ж,16.12.1988,01.11.2011,0916f720-0132-11e1-80c2-001b789beaf2,0,Мурманск,Старший продавец-кассир
u1743,ж,11.12.1989,01.11.2011,9cbea404-727a-11e0-a872-001b789beaf2,0,Свердловск,Старший продавец-кассир
u2011,ж,28.06.1978,01.11.2011,2872f097-722e-11e0-a872-001b789beaf2,1,Москва,Управляющий
u2013,ж,06.07.1966,01.11.2011,18799ae4-7286-11e0-a872-001b789beaf2,0,Челябинск,Продавец-кассир
u2044,ж,28.06.1978,01.11.2011,2872f097-722e-11e0-a872-001b789beaf2,1,Москва,Управляющий
u69,ж,13.05.1975,01.11.2012,9cbea433-727a-11e0-a872-001b789beaf2,0,Астрахань,Старший продавец-кассир
u32,м,22.12.1975,01.11.2013,dd63a718-6cfc-11e0-a872-001b789beaf2,0,Алма-Ата,Главный бухгалтер
u36,м,10.08.1980,01.11.2013,6d7e2fa1-2b68-11e3-a917-ac162d794eee,0,Алма-Ата,Руководитель филиала
u168,ж,18.04.1983,01.11.2013,a3d12427-097d-11e3-b1ba-ac162d794eee,0,Верхние Хыркасы,Заместитель управляющего
u1557,м,21.06.1961,01.11.2013,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,пос.Стрелица,Охранник
u1579,ж,20.08.1983,01.11.2013,aff6514e-e4ee-11e0-9c6e-001b789beaf2,0,Пушное,Продавец-кассир
u1839,ж,30.06.1994,01.11.2013,0e75e9c7-241e-11e2-a848-001b789beaf2,0,Сургут,Старший продавец-кассир
u1903,ж,05.06.1984,01.11.2013,2872f097-722e-11e0-a872-001b789beaf2,0,Воронеж,Старший продавец-консультант
u239,ж,10.01.1985,01.12.2013,a25ac65c-be5e-11e0-bf4a-001b789beaf2,0,Воробьевка,Продавец
u424,м,20.04.1962,01.12.2013,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Серпухов,Охранник
u531,ж,15.01.1992,02.01.2014,90093b53-616a-11e3-a917-ac162d794eee,0,Дружинино,Продавец-кассир
u1099,м,09.06.1956,02.02.2004,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u1100,м,09.06.1956,02.02.2004,57cd36ce-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
u1130,ж,31.10.1984,02.02.2012,dd63a72a-6cfc-11e0-a872-001b789beaf2,0,Москва,Бухгалтер
u1283,ж,09.11.1987,02.04.2012,b9d2f354-c753-11e2-abbd-ac162d794eee,1,Москва,Ведущий менеджер по персоналу
u1778,ж,04.02.1979,02.04.2012,9cbea419-727a-11e0-a872-001b789beaf2,0,Смоленск,Продавец-кассир
u1906,ж,16.01.1980,02.04.2012,b06b3c3a-7ca4-11e1-933a-001b789beaf2,1,Туапсе,Управляющий
u836,ж,28.07.1986,02.04.2013,520f473a-34a2-11e2-b37d-001b789beaf2,0,Куйбышев,Продавец-кассир
u1265,ж,23.08.1978,02.04.2013,a758165c-8aa7-11e0-bf4a-001b789beaf2,0,Москва,Кладовщик
u1818,ж,11.11.1992,02.04.2013,32f838fe-0178-11e2-be8a-001b789beaf2,0,Старая Дмитриевка,Продавец-кассир
u426,ж,09.07.1987,02.04.2014,b9d2f348-c753-11e2-abbd-ac162d794eee,0,Тара,Ведущий менеджер по развитию
u745,ж,03.10.1990,02.04.2014,572f0601-fa8e-11e2-ba2c-ac162d794eee,0,Клин,Продавец-кассир
u859,ж,19.06.1986,02.04.2014,18799aea-7286-11e0-a872-001b789beaf2,0,Курск,Продавец-кассир
u1699,ж,25.01.1981,02.04.2014,2872f097-722e-11e0-a872-001b789beaf2,0,Москва,Продавец-консультант
u1708,ж,07.07.1991,02.04.2014,9cbea414-727a-11e0-a872-001b789beaf2,0,Саратов,Продавец-кассир
u1787,ж,06.08.1983,02.04.2014,18799adc-7286-11e0-a872-001b789beaf2,0,Смоленщина село,Продавец-кассир
u2076,ж,23.03.1983,02.05.2011,52e63bd0-c1c4-11e1-abb2-001b789beaf2,0,Энгельс,Продавец-кассир
u14,ж,22.11.1990,02.05.2012,a83b44d9-636c-11e1-933a-001b789beaf2,0,Грязи,Заместитель управляющего
u290,м,14.12.1973,02.05.2012,e31bfce4-6a69-11e0-a872-001b789beaf2,0,Москва,Информационный аналитик
u291,м,14.12.1973,02.05.2012,e31bfce4-6a69-11e0-a872-001b789beaf2,0,Москва,Информационный аналитик
u292,м,31.03.1991,02.05.2012,25f54032-8a87-11e0-bf4a-001b789beaf2,0,Москва,Помощник менеджера
u85,ж,18.09.1968,02.06.2014,a83b44d9-636c-11e1-933a-001b789beaf2,0,Тула,Заместитель управляющего
u403,м,20.02.1971,02.06.2014,57cd36d0-3abe-11e2-b37d-001b789beaf2,0,Москва,Охранник
