uid,наименование программы,is_webinar,Дата,фактическое количество часов,Оцека (если предусмотрена курсом),uid тренера
u1863,Обучение 1С. Кассир,0,2014.9.26,1,,u375
u1825,Обучение 1С. Кассир,0,2014.8.28,1,,u375
u1825,Обучение 1С. Кассир,0,2014.10.03,1,,u375
u1822,Обучение 1С. Кассир,0,2014.8.29,1,,u375
u1811,Обучение 1С. Кассир,0,2014.10.15,1,,u375
u18,Обучение 1С. Кассир,0,2014.8.21,1,,u375
u18,Обучение 1С. Кассир,0,2014.8.21,1,,u375
u18,Обучение 1С. Кассир,0,2014.10.14,1,,u375
u1726,Обучение 1С. Кассир,0,2014.10.17,1,,u375
u1681,Обучение 1С. Кассир,0,2014.8.28,1,,u375
u1681,Обучение 1С. Кассир,0,2014.10.16,1,,u375
u1639,Обучение 1С. Кассир,0,2014.10.01,1,,u375
u1639,Обучение 1С. Кассир,0,2014.10.15,1,,u375
u1621,Обучение 1С. Кассир,0,2014.8.27,1,,u375
u1582,Обучение 1С. Кассир,0,2014.10.03,1,,u375
u1546,Обучение 1С. Кассир,0,2014.8.21,1,,u375
u1546,Обучение 1С. Кассир,0,2014.8.21,1,,u375
u1471,Обучение 1С. Кассир,0,2014.10.15,1,,u375
u1471,Обучение 1С. Кассир,0,2014.9.23,1,,u375
u1471,Обучение 1С. Кассир,0,2014.9.23,1,,u375
u1466,Обучение 1С. Кассир,0,2014.8.27,1,,u375
u1464,Обучение 1С. Кассир,0,2014.8.25,1,,u375
u1433,Обучение 1С. Кассир,0,2014.9.30,1,,u375
u1433,Обучение 1С. Кассир,0,2014.10.16,1,,u375
u1427,Обучение 1С. Кассир,0,2014.8.26,1,,u375
u1307,Обучение 1С. Кассир,0,2014.8.27,1,,u375
u1256,Обучение 1С. Кассир,0,2014.10.10,1,,u375
u1253,Обучение 1С. Кассир,0,2014.10.01,1,,u375
u1236,Обучение 1С. Кассир,0,2014.10.16,1,,u375
u1236,Обучение 1С. Кассир,0,2014.10.16,1,,u375
u120,Обучение 1С. Кассир,0,2014.10.10,1,,u375
u1151,Обучение 1С. Кассир,0,2014.8.21,1,,u375
u1151,Обучение 1С. Кассир,0,2014.8.21,1,,u375
u1151,Обучение 1С. Кассир,0,2014.8.25,1,,u375
u1135,Обучение 1С. Кассир,0,2014.10.17,1,,u375
u1038,Обучение 1С. Кассир,0,2014.10.10,1,,u375
u1006,Обучение 1С. Кассир,0,2014.10.15,1,,u375
u777,Обучение 1С. Кассир,0,2014.10.17,1,,u345
u564,Обучение 1С. Кассир,0,2014.10.01,1,,u345
u2009,Обучение 1С. Кассир,0,2014.10.15,1,,u345
u2005,Обучение 1С. Кассир,0,2014.10.15,1,,u345
u184,Обучение 1С. Кассир,0,2014.8.29,1,,u345
u1778,Обучение 1С. Кассир,0,2014.9.30,1,,u345
u1778,Обучение 1С. Кассир,0,2014.10.10,1,,u345
u1701,Обучение 1С. Кассир,0,2014.10.14,1,,u345
u1589,Обучение 1С. Кассир,0,2014.10.01,1,,u345
u1589,Обучение 1С. Кассир,0,2014.10.02,1,,u345
u1361,Обучение 1С. Кассир,0,2014.9.26,1,,u345
u1231,Обучение 1С. Кассир,0,2014.10.15,1,,u345
u1231,Обучение 1С. Кассир,0,2014.10.16,1,,u345
u990,Обучение 1С. Кассир,0,2014.8.26,1,,u335
u934,Обучение 1С. Кассир,0,2014.9.23,1,,u335
u934,Обучение 1С. Кассир,0,2014.9.23,1,,u335
u929,Обучение 1С. Кассир,0,2014.9.29,1,,u335
u928,Обучение 1С. Кассир,0,2014.8.28,1,,u335
u928,Обучение 1С. Кассир,0,2014.10.02,1,,u335
u920,Обучение 1С. Кассир,0,2014.8.29,1,,u335
u845,Обучение 1С. Кассир,0,2014.10.01,1,,u335
u845,Обучение 1С. Кассир,0,2014.10.02,1,,u335
u841,Обучение 1С. Кассир,0,2014.10.01,1,,u335
u757,Обучение 1С. Кассир,0,2014.10.02,1,,u335
u757,Обучение 1С. Кассир,0,2014.10.03,1,,u335
u755,Обучение 1С. Кассир,0,2014.8.26,1,,u335
u709,Обучение 1С. Кассир,0,2014.8.26,1,,u335
u709,Обучение 1С. Кассир,0,2014.8.27,1,,u335
u699,Обучение 1С. Кассир,0,2014.8.21,1,,u335
u699,Обучение 1С. Кассир,0,2014.8.21,1,,u335
u699,Обучение 1С. Кассир,0,2014.10.10,1,,u335
u611,Обучение 1С. Кассир,0,2014.8.26,1,,u335
u607,Обучение 1С. Кассир,0,2014.8.21,1,,u335
u607,Обучение 1С. Кассир,0,2014.8.21,1,,u335
u598,Обучение 1С. Кассир,0,2014.8.27,1,,u335
u592,Обучение 1С. Кассир,0,2014.10.03,1,,u335
u51,Обучение 1С. Кассир,0,2014.8.26,1,,u335
u496,Обучение 1С. Кассир,0,2014.10.15,1,,u335
u476,Обучение 1С. Кассир,0,2014.8.28,1,,u335
u445,Обучение 1С. Кассир,0,2014.8.28,1,,u335
u441,Обучение 1С. Кассир,0,2014.8.21,1,,u335
u441,Обучение 1С. Кассир,0,2014.8.21,1,,u335
u441,Обучение 1С. Кассир,0,2014.10.15,1,,u335
u356,Обучение 1С. Кассир,0,2014.10.17,1,,u335
u356,Обучение 1С. Кассир,0,2014.8.26,1,,u335
u356,Обучение 1С. Кассир,0,2014.8.27,1,,u335
u353,Обучение 1С. Кассир,0,2014.8.28,1,,u335
u346,Обучение 1С. Кассир,0,2014.8.27,1,,u335
u337,Обучение 1С. Кассир,0,2014.9.29,1,,u335
u281,Обучение 1С. Кассир,0,2014.8.27,1,,u335
u27,Обучение 1С. Кассир,0,2014.8.29,1,,u335
u258,Обучение 1С. Кассир,0,2014.10.16,1,,u335
u258,Обучение 1С. Кассир,0,2014.10.17,1,,u335
u1995,Обучение 1С. Кассир,0,2014.8.28,1,,u335
u1992,Обучение 1С. Кассир,0,2014.8.21,1,,u335
u1992,Обучение 1С. Кассир,0,2014.8.21,1,,u335
u1970,Обучение 1С. Кассир,0,2014.8.28,1,,u335
u1970,Обучение 1С. Кассир,0,2014.8.27,1,,u335
u1920,Обучение 1С. Кассир,0,2014.8.28,1,,u335
u1900,Обучение 1С. Кассир,0,2014.10.15,1,,u335
u1826,Обучение 1С. Кассир,0,2014.10.14,1,,u335
u1800,Обучение 1С. Кассир,0,2014.8.29,1,,u335
u1800,Обучение 1С. Кассир,0,2014.10.16,1,,u335
u1790,Обучение 1С. Кассир,0,2014.10.01,1,,u335
u1790,Обучение 1С. Кассир,0,2014.8.25,1,,u335
u1790,Обучение 1С. Кассир,0,2014.8.27,1,,u335
u1772,Обучение 1С. Кассир,0,2014.10.16,1,,u335
u1750,Обучение 1С. Кассир,0,2014.10.17,1,,u335
u1644,Обучение 1С. Кассир,0,2014.8.27,1,,u335
u1551,Обучение 1С. Кассир,0,2014.9.30,1,,u335
u1548,Обучение 1С. Кассир,0,2014.10.14,1,,u335
u1548,Обучение 1С. Кассир,0,2014.8.25,1,,u335
u1547,Обучение 1С. Кассир,0,2014.8.27,1,,u335
u1541,Обучение 1С. Кассир,0,2014.8.29,1,,u335
u1536,Обучение 1С. Кассир,0,2014.9.23,1,,u335
u1536,Обучение 1С. Кассир,0,2014.9.23,1,,u335
u1523,Обучение 1С. Кассир,0,2014.8.26,1,,u335
u1415,Обучение 1С. Кассир,0,2014.8.27,1,,u335
u1392,Обучение 1С. Кассир,0,2014.8.29,1,,u335
u1326,Обучение 1С. Кассир,0,2014.10.02,1,,u335
u1310,Обучение 1С. Кассир,0,2014.8.26,1,,u335
u1299,Обучение 1С. Кассир,0,2014.8.29,1,,u335
u1299,Обучение 1С. Кассир,0,2014.8.28,1,,u335
u1299,Обучение 1С. Кассир,0,2014.8.25,1,,u335
u1261,Обучение 1С. Кассир,0,2014.8.29,1,,u335
u1261,Обучение 1С. Кассир,0,2014.8.25,1,,u335
u1261,Обучение 1С. Кассир,0,2014.8.27,1,,u335
u1219,Обучение 1С. Кассир,0,2014.8.26,1,,u335
u1209,Обучение 1С. Кассир,0,2014.9.30,1,,u335
u1193,Обучение 1С. Кассир,0,2014.8.25,1,,u335
u1185,Обучение 1С. Кассир,0,2014.8.21,1,,u335
u1185,Обучение 1С. Кассир,0,2014.8.21,1,,u335
u1172,Обучение 1С. Кассир,0,2014.8.21,1,,u335
u1172,Обучение 1С. Кассир,0,2014.8.21,1,,u335
u1118,Обучение 1С. Кассир,0,2014.8.28,1,,u335
u1102,Обучение 1С. Кассир,0,2014.9.29,1,,u335
u1102,Обучение 1С. Кассир,0,2014.8.29,1,,u335
u11,Обучение 1С. Кассир,0,2014.8.27,1,,u335
u1084,Обучение 1С. Кассир,0,2014.8.25,1,,u335
u1063,Обучение 1С. Кассир,0,2014.9.29,1,,u335
u1042,Обучение 1С. Кассир,0,2014.8.29,1,,u335
u1002,Обучение 1С. Кассир,0,2014.8.25,1,,u335
u90,Обучение 1С. Кассир,0,2014.10.14,1,,u1946
u763,Обучение 1С. Кассир,0,2014.9.29,1,,u1946
u763,Обучение 1С. Кассир,0,2014.8.26,1,,u1946
u624,Обучение 1С. Кассир,0,2014.9.29,1,,u1946
u450,Обучение 1С. Кассир,0,2014.8.27,1,,u1946
u341,Обучение 1С. Кассир,0,2014.10.10,1,,u1946
u341,Обучение 1С. Кассир,0,2014.10.03,1,,u1946
u169,Обучение 1С. Кассир,0,2014.10.01,1,,u1946
u1593,Обучение 1С. Кассир,0,2014.8.28,1,,u1946
u1592,Обучение 1С. Кассир,0,2014.12.02,1,,u1946
u1549,Обучение 1С. Кассир,0,2014.12.02,1,,u1946
u1439,Обучение 1С. Кассир,0,2014.9.29,1,,u1946
u1439,Обучение 1С. Кассир,0,2014.8.28,1,,u1946
u1394,Обучение 1С. Кассир,0,2014.8.27,1,,u1946
u1367,Обучение 1С. Кассир,0,2014.10.10,1,,u1946
u1341,Обучение 1С. Кассир,0,2014.8.29,1,,u1946
u1329,Обучение 1С. Кассир,0,2014.10.03,1,,u1946
u1328,Обучение 1С. Кассир,0,2014.10.10,1,,u1946
u1196,Обучение 1С. Кассир,0,2014.10.15,1,,u1946
u1180,Обучение 1С. Кассир,0,2014.8.28,1,,u1946
u1180,Обучение 1С. Кассир,0,2014.12.02,1,,u1946
u1175,Обучение 1С. Кассир,0,2014.10.14,1,,u1946
u1175,Обучение 1С. Кассир,0,2014.10.17,1,,u1946
u1123,Обучение 1С. Кассир,0,2014.8.25,1,,u1946
u1112,Обучение 1С. Кассир,0,2014.8.25,1,,u1946
u1081,Обучение 1С. Кассир,0,2014.8.29,1,,u1946
u1049,Обучение 1С. Кассир,0,2014.10.14,1,,u1946
u251,Обучение в магазине,0,2014.4.15,8,,не установлен
u1903,Обучение в магазине,0,2014.4.17,8,,не установлен
u672,Обучение в магазине,1,2014.07.07,3,,не установлен
u672,Обучение в магазине,1,2014.7.18,3,,не установлен
u672,Обучение в магазине,1,2014.7.14,3,,не установлен
u931,Обучение в магазине,0,2014.2.28,,0,не установлен
u2042,Обучение в магазине,0,2014.2.18,,0,не установлен
u1628,Обучение в магазине,0,2014.6.17,,,не установлен
u1504,Обучение в магазине,0,2014.6.17,,,не установлен
u1360,Обучение в магазине,0,2014.6.17,,,u417
u44,Обучение в магазине,0,2014.02.07,,0,u390
u1482,Обучение в магазине,0,2014.8.15,8,,u390
u1368,Обучение в магазине,0,2014.8.15,8,,u390
u797,Обучение в магазине,0,2014.8.19,7,,u390
u1773,Обучение в магазине,0,2014.09.05,,,u390
u1773,Обучение в магазине,0,2014.09.04,10,,u390
u1357,Обучение в магазине,0,2014.08.07,8,,u383
u1236,Обучение в магазине,0,2014.04.03,8,,u375
u210,Обучение в магазине,0,2014.6.18,8,,u335
u1432,Обучение в магазине,0,2014.6.18,8,,u335
u1358,Обучение в магазине,0,2014.6.18,8,,u335
u1281,Обучение в магазине,0,2014.6.18,8,,u335
u1467,Обучение в магазине,0,2014.06.05,8,,u335
u1327,Обучение в магазине,0,2014.06.05,8,,u335
u1562,Обучение в магазине,0,2014.6.17,,,u1946
u1329,Обучение в магазине,0,2014.6.18,8,,u1946
u961,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u936,Обучение. 1С. Директор магазина,0,2014.8.27,1,,не установлен
u910,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u907,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u907,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u896,Обучение. 1С. Директор магазина,0,2014.10.08,1,,не установлен
u890,Обучение. 1С. Директор магазина,0,2014.8.28,1,,не установлен
u880,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u880,Обучение. 1С. Директор магазина,0,2014.8.27,1,,не установлен
u824,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u824,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u824,Обучение. 1С. Директор магазина,0,2014.8.25,1,,не установлен
u824,Обучение. 1С. Директор магазина,0,2014.8.27,1,,не установлен
u824,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u750,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u730,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u715,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u695,Обучение. 1С. Директор магазина,0,2014.10.16,1,,не установлен
u695,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u677,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u677,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u662,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u644,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u58,Обучение. 1С. Директор магазина,0,2014.8.28,1,,не установлен
u56,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u549,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u328,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u268,Обучение. 1С. Директор магазина,0,2014.8.28,1,,не установлен
u262,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u255,Обучение. 1С. Директор магазина,0,2014.10.08,1,,не установлен
u2107,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u2107,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u2045,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u2045,Обучение. 1С. Директор магазина,0,2014.10.08,1,,не установлен
u2045,Обучение. 1С. Директор магазина,0,2014.10.16,1,,не установлен
u2045,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u2026,Обучение. 1С. Директор магазина,0,2014.10.14,1,,не установлен
u1990,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u1990,Обучение. 1С. Директор магазина,0,2014.8.25,1,,не установлен
u1968,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u1903,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u1880,Обучение. 1С. Директор магазина,0,2014.10.08,1,,не установлен
u1880,Обучение. 1С. Директор магазина,0,2014.8.25,1,,не установлен
u1838,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u1838,Обучение. 1С. Директор магазина,0,2014.8.27,1,,не установлен
u183,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u183,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u183,Обучение. 1С. Директор магазина,0,2014.10.08,1,,не установлен
u183,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u1808,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u1808,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u175,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u1696,Обучение. 1С. Директор магазина,0,2014.10.14,1,,не установлен
u1696,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u1696,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u1695,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u1695,Обучение. 1С. Директор магазина,0,2014.8.28,1,,не установлен
u1691,Обучение. 1С. Директор магазина,0,2014.10.14,1,,не установлен
u1675,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u1622,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u1519,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u1514,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u1513,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u1510,Обучение. 1С. Директор магазина,0,2014.10.14,1,,не установлен
u1422,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u1422,Обучение. 1С. Директор магазина,0,2014.10.16,1,,не установлен
u1422,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u14,Обучение. 1С. Директор магазина,0,2014.10.08,1,,не установлен
u14,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u1294,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u1293,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u1293,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u1292,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u113,Обучение. 1С. Директор магазина,0,2014.10.14,1,,не установлен
u113,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u112,Обучение. 1С. Директор магазина,0,2014.10.08,1,,не установлен
u111,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u988,Обучение. 1С. Директор магазина,0,2014.8.19,1,,не установлен
u988,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u988,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u960,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u96,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u938,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u926,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u926,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u926,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u914,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u913,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u909,Обучение. 1С. Директор магазина,0,2014.8.19,1,,не установлен
u868,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u864,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u854,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u85,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u85,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u85,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u85,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u840,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u840,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u839,Обучение. 1С. Директор магазина,0,2014.8.27,1,,не установлен
u829,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u825,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u816,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u816,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u815,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u811,Обучение. 1С. Директор магазина,0,2014.8.21,1,,не установлен
u811,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u811,Обучение. 1С. Директор магазина,0,2014.8.19,1,,не установлен
u806,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u79,Обучение. 1С. Директор магазина,0,2014.8.25,1,,не установлен
u784,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u776,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u776,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u776,Обучение. 1С. Директор магазина,0,2014.10.16,1,,не установлен
u769,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u766,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u753,Обучение. 1С. Директор магазина,0,2014.10.14,1,,не установлен
u729,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u729,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u722,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u72,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u71,Обучение. 1С. Директор магазина,0,2014.10.16,1,,не установлен
u700,Обучение. 1С. Директор магазина,0,2014.8.27,1,,не установлен
u69,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u68,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u676,Обучение. 1С. Директор магазина,0,2014.10.16,1,,не установлен
u676,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u661,Обучение. 1С. Директор магазина,0,2014.8.27,1,,не установлен
u660,Обучение. 1С. Директор магазина,0,2014.8.28,1,,не установлен
u66,Обучение. 1С. Директор магазина,0,2014.10.16,1,,не установлен
u65,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u645,Обучение. 1С. Директор магазина,0,2014.8.27,1,,не установлен
u641,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u639,Обучение. 1С. Директор магазина,0,2014.8.28,1,,не установлен
u639,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u635,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u633,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u617,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u617,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u617,Обучение. 1С. Директор магазина,0,2014.8.19,1,,не установлен
u60,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u586,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u583,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u578,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u578,Обучение. 1С. Директор магазина,0,2014.8.27,1,,не установлен
u578,Обучение. 1С. Директор магазина,0,2014.8.19,1,,не установлен
u572,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u572,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u562,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u562,Обучение. 1С. Директор магазина,0,2014.8.28,1,,не установлен
u544,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u544,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u544,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u543,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u540,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u540,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u530,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u530,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u530,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u527,Обучение. 1С. Директор магазина,0,2014.8.19,1,,не установлен
u515,Обучение. 1С. Директор магазина,0,2014.10.16,1,,не установлен
u475,Обучение. 1С. Директор магазина,0,2014.10.16,1,,не установлен
u474,Обучение. 1С. Директор магазина,0,2014.10.14,1,,не установлен
u474,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u474,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u473,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u469,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u468,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u468,Обучение. 1С. Директор магазина,0,2014.10.16,1,,не установлен
u460,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u460,Обучение. 1С. Директор магазина,0,2014.10.16,1,,не установлен
u459,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u459,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u440,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u426,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u426,Обучение. 1С. Директор магазина,0,2014.10.16,1,,не установлен
u426,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u426,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u426,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u426,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u426,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u426,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u418,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u418,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u405,Обучение. 1С. Директор магазина,0,2014.8.19,1,,не установлен
u405,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u405,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u391,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u391,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u391,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u39,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u373,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u370,Обучение. 1С. Директор магазина,0,2014.8.19,1,,не установлен
u316,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u293,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u293,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u29,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u29,Обучение. 1С. Директор магазина,0,2014.10.03,1,,не установлен
u254,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u254,Обучение. 1С. Директор магазина,0,2014.10.09,2,,не установлен
u242,Обучение. 1С. Директор магазина,0,2014.10.02,1,,не установлен
u226,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u226,Обучение. 1С. Директор магазина,0,2014.8.27,1,,не установлен
u225,Обучение. 1С. Директор магазина,0,2014.10.15,1,,не установлен
u224,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u220,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u220,Обучение. 1С. Директор магазина,0,2014.8.27,1,,не установлен
u219,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u215,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
u213,Обучение. 1С. Директор магазина,0,2014.8.27,1,,не установлен
u2112,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u2098,Обучение. 1С. Директор магазина,0,2014.8.28,1,,не установлен
u2096,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u2096,Обучение. 1С. Директор магазина,0,2014.8.29,1,,не установлен
u2078,Обучение. 1С. Директор магазина,0,2014.10.17,1,,не установлен
u2076,Обучение. 1С. Директор магазина,0,2014.9.30,1,,не установлен
u2073,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u2065,Обучение. 1С. Директор магазина,0,2014.8.28,1,,не установлен
u2065,Обучение. 1С. Директор магазина,0,2014.10.10,1,,не установлен
u2060,Обучение. 1С. Директор магазина,0,2014.10.01,1,,не установлен
